               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.018067,           0.0080207,           0.0017482,             0.99989,             0.99661,               0.995,              0.8634,              0.0141,           0.0067333,           0.0012693,           0.0055942,           0.0055942,           0.0055942
                 150,            0.018489,           0.0085727,           0.0015222,             0.99988,             0.99661,               0.995,             0.85059,             0.01433,           0.0066167,           0.0011811,           0.0055471,           0.0055471,           0.0055471
                 151,            0.018885,           0.0080993,           0.0012287,             0.99976,             0.99661,               0.995,             0.85435,            0.014258,           0.0066838,           0.0011652,              0.0055,              0.0055,              0.0055
                 152,            0.019185,           0.0083637,           0.0015904,             0.99998,             0.99661,               0.995,             0.86256,            0.013907,           0.0066083,           0.0011582,           0.0054529,           0.0054529,           0.0054529
                 153,            0.018321,           0.0086035,           0.0015443,             0.99984,              0.9966,               0.995,              0.8608,            0.013778,           0.0064939,           0.0011944,           0.0054058,           0.0054058,           0.0054058
                 154,            0.017921,           0.0083287,           0.0015806,             0.99906,              0.9966,               0.995,             0.86185,            0.013923,           0.0065184,           0.0012459,           0.0053587,           0.0053587,           0.0053587
                 155,            0.017174,           0.0080049,           0.0014244,             0.99971,             0.99661,               0.995,             0.86974,             0.01366,           0.0064477,           0.0012202,           0.0053116,           0.0053116,           0.0053116
                 156,            0.017794,           0.0082459,            0.001443,             0.99997,             0.99661,               0.995,             0.86549,            0.014015,           0.0065086,           0.0011551,           0.0052645,           0.0052645,           0.0052645
                 157,            0.017517,           0.0081058,            0.001387,              0.9995,             0.99661,               0.995,             0.86369,            0.013965,           0.0065802,           0.0011507,           0.0052174,           0.0052174,           0.0052174
                 158,            0.018785,           0.0083513,            0.001622,             0.99967,             0.99661,               0.995,               0.868,            0.013712,           0.0065233,           0.0011296,           0.0051704,           0.0051704,           0.0051704
                 159,            0.018723,            0.008427,           0.0015207,                   1,             0.99634,               0.995,             0.86287,            0.014057,           0.0066226,           0.0011446,           0.0051234,           0.0051234,           0.0051234
                 160,            0.017728,           0.0080033,            0.001643,             0.99763,             0.99773,               0.995,             0.86273,            0.013844,           0.0065757,           0.0011354,           0.0050765,           0.0050765,           0.0050765
                 161,              0.0181,           0.0077763,            0.001377,             0.99947,             0.99548,               0.995,             0.86415,            0.013735,           0.0064844,           0.0011392,           0.0050296,           0.0050296,           0.0050296
                 162,            0.017278,           0.0076412,           0.0013379,             0.99787,             0.99661,               0.995,              0.8632,            0.014101,           0.0065212,           0.0011695,           0.0049828,           0.0049828,           0.0049828
                 163,            0.017255,           0.0078256,           0.0013276,             0.99858,             0.99774,               0.995,             0.86936,             0.01354,           0.0064892,           0.0011628,            0.004936,            0.004936,            0.004936
                 164,            0.016834,           0.0077759,           0.0012893,             0.99998,             0.99653,               0.995,             0.86561,            0.013659,           0.0064271,           0.0011565,           0.0048893,           0.0048893,           0.0048893
                 165,            0.017397,           0.0080309,           0.0014712,             0.99988,             0.99547,               0.995,             0.86685,             0.01343,           0.0062995,            0.001149,           0.0048426,           0.0048426,           0.0048426
                 166,            0.017125,           0.0080493,           0.0013675,                   1,             0.99576,               0.995,              0.8733,            0.013523,           0.0062869,           0.0011554,            0.004796,            0.004796,            0.004796
                 167,            0.017814,           0.0077404,           0.0016546,             0.99911,             0.99774,               0.995,             0.87376,            0.013305,           0.0062504,           0.0011101,           0.0047495,           0.0047495,           0.0047495
                 168,            0.017813,           0.0078435,           0.0014416,             0.99902,             0.99774,               0.995,             0.87424,            0.013242,           0.0063027,           0.0011113,           0.0047031,           0.0047031,           0.0047031
                 169,            0.016484,            0.007644,           0.0013905,             0.99975,             0.99549,               0.995,             0.87415,            0.013169,              0.0063,            0.001112,           0.0046568,           0.0046568,           0.0046568
                 170,            0.017212,            0.008025,           0.0012753,             0.99924,             0.99661,               0.995,             0.87314,            0.013314,           0.0062647,           0.0011066,           0.0046105,           0.0046105,           0.0046105
                 171,            0.017071,           0.0077769,           0.0014102,                   1,             0.99523,               0.995,             0.87058,             0.01341,           0.0062897,           0.0011078,           0.0045644,           0.0045644,           0.0045644
                 172,            0.017103,            0.007685,           0.0014548,             0.99997,             0.99547,               0.995,               0.869,            0.013614,           0.0063467,           0.0010947,           0.0045184,           0.0045184,           0.0045184
                 173,            0.016669,           0.0076903,           0.0012623,             0.99972,             0.99549,               0.995,             0.87276,            0.013113,           0.0062986,           0.0010916,           0.0044724,           0.0044724,           0.0044724
                 174,            0.016702,           0.0074676,           0.0012289,             0.99835,             0.99661,               0.995,             0.87402,            0.013044,           0.0062523,           0.0010599,           0.0044266,           0.0044266,           0.0044266
                 175,            0.016724,           0.0076492,           0.0014232,             0.99957,             0.99549,               0.995,             0.86888,            0.013359,           0.0063414,           0.0010428,           0.0043809,           0.0043809,           0.0043809
                 176,            0.017271,           0.0083217,           0.0016218,             0.99884,             0.99661,               0.995,             0.87046,            0.013321,           0.0063012,           0.0010455,           0.0043353,           0.0043353,           0.0043353
                 177,            0.016098,           0.0077355,           0.0013495,             0.99966,             0.99661,               0.995,             0.88267,            0.012643,           0.0061665,           0.0010343,           0.0042899,           0.0042899,           0.0042899
                 178,            0.017189,           0.0074238,            0.001367,             0.99865,              0.9966,               0.995,             0.87462,            0.013296,           0.0062461,           0.0010517,           0.0042445,           0.0042445,           0.0042445
                 179,            0.017022,           0.0078336,           0.0013746,             0.99593,             0.99887,               0.995,             0.87894,            0.012828,           0.0061193,           0.0010305,           0.0041994,           0.0041994,           0.0041994
                 180,            0.017008,           0.0079492,           0.0013595,             0.99939,             0.99548,               0.995,             0.87302,            0.013142,           0.0061523,           0.0010356,           0.0041543,           0.0041543,           0.0041543
                 181,            0.016271,           0.0079233,           0.0012973,             0.99959,             0.99661,               0.995,             0.87337,             0.01304,           0.0061577,           0.0010475,           0.0041094,           0.0041094,           0.0041094
                 182,            0.017318,           0.0079182,           0.0014191,             0.99934,             0.99661,               0.995,             0.87508,            0.013214,           0.0062927,           0.0010549,           0.0040647,           0.0040647,           0.0040647
                 183,            0.016404,           0.0078295,           0.0014056,             0.99854,              0.9966,               0.995,             0.88076,            0.012666,           0.0061604,           0.0010536,           0.0040201,           0.0040201,           0.0040201
                 184,            0.015303,           0.0078771,           0.0011782,             0.99776,             0.99772,               0.995,             0.88416,            0.012657,           0.0061671,           0.0010285,           0.0039757,           0.0039757,           0.0039757
                 185,             0.01616,           0.0073947,           0.0014497,             0.99937,             0.99548,               0.995,             0.88082,            0.012671,           0.0061833,           0.0010401,           0.0039314,           0.0039314,           0.0039314
                 186,            0.016202,           0.0075096,           0.0014417,                   1,             0.99585,               0.995,             0.87931,            0.012521,            0.006113,           0.0010682,           0.0038873,           0.0038873,           0.0038873
                 187,            0.015438,           0.0073208,           0.0013991,             0.99952,             0.99661,               0.995,             0.88076,            0.012626,           0.0060892,           0.0010713,           0.0038434,           0.0038434,           0.0038434
                 188,            0.016484,           0.0074845,           0.0015236,             0.99994,             0.99549,               0.995,             0.88444,            0.012595,           0.0060673,            0.001053,           0.0037997,           0.0037997,           0.0037997
                 189,            0.015626,           0.0076363,            0.001158,             0.99981,             0.99549,               0.995,             0.89104,            0.012272,           0.0059865,           0.0010355,           0.0037562,           0.0037562,           0.0037562
                 190,            0.016217,           0.0072176,           0.0012888,             0.99987,             0.99547,               0.995,             0.89148,            0.012508,           0.0059366,           0.0010168,           0.0037128,           0.0037128,           0.0037128
                 191,            0.016243,           0.0074691,           0.0014913,             0.99871,             0.99661,               0.995,             0.88811,            0.012372,            0.005908,           0.0010231,           0.0036697,           0.0036697,           0.0036697
                 192,             0.01551,           0.0075032,           0.0013348,             0.99986,             0.99661,               0.995,             0.88775,            0.012357,           0.0059566,           0.0010345,           0.0036267,           0.0036267,           0.0036267
                 193,            0.015121,           0.0072652,           0.0011659,             0.99994,             0.99549,               0.995,              0.8855,             0.01252,            0.005975,           0.0010174,            0.003584,            0.003584,            0.003584
                 194,            0.015849,           0.0075332,           0.0014406,             0.99807,             0.99885,               0.995,              0.8896,            0.012262,           0.0059245,           0.0010148,           0.0035415,           0.0035415,           0.0035415
                 195,            0.015341,           0.0074312,           0.0012917,             0.99816,             0.99774,               0.995,             0.88758,            0.012227,           0.0059623,           0.0010196,           0.0034991,           0.0034991,           0.0034991
                 196,            0.015589,           0.0076673,           0.0013908,             0.99894,             0.99773,               0.995,             0.89217,            0.011999,           0.0059148,           0.0010054,            0.003457,            0.003457,            0.003457
                 197,            0.014913,           0.0072286,           0.0012339,             0.99953,              0.9966,               0.995,             0.89535,            0.011915,           0.0058418,           0.0010031,           0.0034152,           0.0034152,           0.0034152
                 198,            0.015214,           0.0075031,            0.001261,             0.99995,             0.99661,               0.995,             0.89402,            0.012074,            0.005895,          0.00099298,           0.0033735,           0.0033735,           0.0033735
                 199,            0.015877,            0.007645,           0.0013355,             0.99993,             0.99661,               0.995,              0.8916,            0.011942,           0.0059014,           0.0010027,           0.0033321,           0.0033321,           0.0033321
                 200,            0.015268,           0.0078024,           0.0012851,             0.99957,             0.99661,               0.995,             0.89103,            0.011943,           0.0058798,           0.0010084,           0.0032909,           0.0032909,           0.0032909
                 201,            0.015456,           0.0073648,           0.0013273,             0.99927,             0.99661,               0.995,             0.89122,            0.011985,           0.0058146,           0.0010114,             0.00325,             0.00325,             0.00325
                 202,            0.015512,           0.0072159,           0.0012301,             0.99876,             0.99887,               0.995,             0.89374,            0.011983,           0.0058068,           0.0010059,           0.0032093,           0.0032093,           0.0032093
                 203,             0.01523,           0.0072358,            0.001355,             0.99717,             0.99999,               0.995,             0.88874,            0.012082,           0.0058322,          0.00099467,           0.0031689,           0.0031689,           0.0031689
                 204,            0.015029,           0.0071053,           0.0012588,             0.99905,             0.99548,               0.995,             0.89179,            0.011997,           0.0058362,          0.00097622,           0.0031287,           0.0031287,           0.0031287
                 205,            0.014673,           0.0071817,           0.0011161,             0.99997,             0.99661,               0.995,             0.89134,            0.011973,           0.0058589,          0.00096491,           0.0030888,           0.0030888,           0.0030888
                 206,            0.014963,           0.0068875,           0.0012038,             0.99982,             0.99661,               0.995,             0.89133,            0.011861,           0.0057365,          0.00094654,           0.0030491,           0.0030491,           0.0030491
                 207,            0.015356,           0.0071862,           0.0012621,             0.99989,             0.99661,               0.995,             0.89332,            0.011858,           0.0057029,          0.00095208,           0.0030097,           0.0030097,           0.0030097
                 208,            0.015242,           0.0073106,           0.0014181,             0.99977,             0.99661,               0.995,             0.89252,             0.01173,           0.0057434,          0.00098535,           0.0029706,           0.0029706,           0.0029706
                 209,            0.014628,           0.0071757,           0.0011991,              0.9998,             0.99661,               0.995,             0.89537,            0.011684,           0.0057108,           0.0010002,           0.0029318,           0.0029318,           0.0029318
                 210,            0.014554,           0.0073187,           0.0010771,                   1,             0.99693,               0.995,             0.89724,            0.011668,           0.0057697,           0.0010015,           0.0028932,           0.0028932,           0.0028932
                 211,             0.01474,           0.0071143,           0.0012269,                   1,             0.99688,               0.995,             0.89456,            0.011691,           0.0057746,          0.00099651,            0.002855,            0.002855,            0.002855
                 212,            0.014634,           0.0069398,           0.0011633,             0.99999,             0.99735,               0.995,             0.89277,            0.011658,           0.0057386,          0.00098384,            0.002817,            0.002817,            0.002817
                 213,            0.014945,           0.0073911,           0.0012102,             0.99965,             0.99774,               0.995,               0.895,            0.011591,           0.0056775,           0.0009656,           0.0027793,           0.0027793,           0.0027793
                 214,             0.01495,           0.0074816,            0.001141,             0.99931,             0.99774,               0.995,             0.89561,            0.011615,           0.0056755,          0.00094878,           0.0027419,           0.0027419,           0.0027419
                 215,            0.014597,           0.0070266,           0.0012124,             0.99918,             0.99774,               0.995,             0.89464,            0.011619,           0.0056813,          0.00094461,           0.0027048,           0.0027048,           0.0027048
                 216,            0.014833,           0.0072991,           0.0011646,             0.99907,             0.99774,               0.995,             0.89408,             0.01171,           0.0057424,          0.00094824,           0.0026681,           0.0026681,           0.0026681
                 217,            0.014434,           0.0070548,           0.0011947,             0.99975,             0.99548,               0.995,             0.89751,            0.011467,           0.0056702,          0.00094921,           0.0026316,           0.0026316,           0.0026316
                 218,            0.014266,           0.0069233,           0.0011009,             0.99901,             0.99772,               0.995,             0.89551,             0.01153,           0.0056454,          0.00094857,           0.0025954,           0.0025954,           0.0025954
                 219,            0.014407,            0.007209,           0.0011916,             0.99925,             0.99661,               0.995,             0.89705,            0.011571,            0.005621,          0.00094432,           0.0025596,           0.0025596,           0.0025596
                 220,            0.014445,           0.0070165,          0.00096998,             0.99921,             0.99661,               0.995,              0.9004,             0.01138,           0.0055934,          0.00094869,           0.0025241,           0.0025241,           0.0025241
                 221,            0.013843,           0.0069706,           0.0010286,              0.9992,             0.99661,               0.995,             0.90078,            0.011347,           0.0055935,          0.00095058,           0.0024889,           0.0024889,           0.0024889
                 222,            0.014547,           0.0071942,           0.0012738,             0.99919,             0.99661,               0.995,             0.89984,            0.011426,           0.0056058,          0.00094553,           0.0024541,           0.0024541,           0.0024541
                 223,            0.014797,           0.0067479,           0.0012775,             0.99926,             0.99661,               0.995,             0.90024,            0.011209,           0.0055127,           0.0009425,           0.0024195,           0.0024195,           0.0024195
                 224,            0.014344,           0.0066562,           0.0011383,             0.99924,             0.99774,               0.995,             0.89946,            0.011299,           0.0055155,          0.00094775,           0.0023854,           0.0023854,           0.0023854
                 225,            0.014296,           0.0071858,           0.0011397,             0.99885,             0.99774,               0.995,                 0.9,            0.011358,           0.0055234,          0.00094283,           0.0023515,           0.0023515,           0.0023515
                 226,            0.014107,           0.0064682,           0.0011645,             0.99868,             0.99774,               0.995,             0.90467,            0.011214,           0.0054802,          0.00094142,            0.002318,            0.002318,            0.002318
                 227,            0.013888,           0.0070747,           0.0011265,             0.99834,             0.99886,               0.995,             0.89792,             0.01133,           0.0055434,          0.00094278,           0.0022849,           0.0022849,           0.0022849
                 228,            0.013943,            0.006931,            0.001253,             0.99911,             0.99886,               0.995,             0.89972,            0.011141,           0.0055138,          0.00094045,           0.0022521,           0.0022521,           0.0022521
                 229,             0.01447,           0.0072232,           0.0011636,             0.99991,             0.99661,               0.995,             0.90293,            0.011198,           0.0054981,           0.0009523,           0.0022196,           0.0022196,           0.0022196
                 230,            0.013926,           0.0072937,           0.0011254,             0.99998,             0.99661,               0.995,               0.903,            0.011053,           0.0054713,          0.00096119,           0.0021876,           0.0021876,           0.0021876
                 231,             0.01426,           0.0072002,           0.0011502,             0.99988,             0.99661,               0.995,             0.90386,            0.011075,           0.0054633,          0.00093678,           0.0021558,           0.0021558,           0.0021558
                 232,            0.013863,           0.0067997,           0.0012396,             0.99954,             0.99661,               0.995,             0.90136,            0.011157,           0.0055081,          0.00092043,           0.0021245,           0.0021245,           0.0021245
                 233,            0.014321,           0.0067692,           0.0013195,              0.9997,             0.99661,               0.995,             0.90299,            0.011145,           0.0054961,          0.00092223,           0.0020935,           0.0020935,           0.0020935
                 234,            0.013729,           0.0070104,           0.0011317,                   1,             0.99612,               0.995,             0.90484,            0.011025,           0.0054667,          0.00092547,           0.0020629,           0.0020629,           0.0020629
                 235,            0.013679,           0.0068631,           0.0011617,             0.99999,             0.99601,               0.995,             0.90425,            0.011084,           0.0054656,          0.00092713,           0.0020327,           0.0020327,           0.0020327
                 236,            0.013646,           0.0069284,           0.0011784,                   1,             0.99606,               0.995,               0.906,            0.010972,           0.0054176,          0.00092021,           0.0020028,           0.0020028,           0.0020028
                 237,            0.013758,           0.0067256,           0.0010457,             0.99967,             0.99661,               0.995,             0.90912,            0.010873,            0.005351,          0.00090951,           0.0019734,           0.0019734,           0.0019734
                 238,            0.013913,           0.0068083,           0.0012471,             0.99984,             0.99661,               0.995,             0.90762,            0.010881,           0.0053781,           0.0009117,           0.0019443,           0.0019443,           0.0019443
                 239,            0.014004,           0.0067861,            0.001059,             0.99967,             0.99661,               0.995,             0.90626,            0.010967,           0.0054065,          0.00091296,           0.0019156,           0.0019156,           0.0019156
                 240,            0.013918,            0.006884,           0.0011088,             0.99928,              0.9966,               0.995,             0.91009,            0.010922,           0.0053339,          0.00091054,           0.0018873,           0.0018873,           0.0018873
                 241,            0.013312,           0.0068598,          0.00095422,             0.99997,             0.99549,               0.995,             0.91026,            0.010891,           0.0053694,          0.00091099,           0.0018594,           0.0018594,           0.0018594
                 242,            0.013897,           0.0068597,           0.0011651,             0.99978,             0.99549,               0.995,             0.91045,            0.010876,           0.0053823,          0.00091367,           0.0018319,           0.0018319,           0.0018319
                 243,            0.013829,           0.0069379,           0.0011198,             0.99925,             0.99661,               0.995,             0.90688,            0.010955,           0.0053665,           0.0009099,           0.0018048,           0.0018048,           0.0018048
                 244,            0.013862,           0.0066496,           0.0010935,             0.99948,             0.99661,               0.995,             0.90667,             0.01096,           0.0054126,           0.0009084,           0.0017781,           0.0017781,           0.0017781
                 245,            0.013942,           0.0069974,           0.0012923,             0.99848,             0.99774,               0.995,             0.91022,            0.010823,           0.0053516,          0.00090749,           0.0017519,           0.0017519,           0.0017519
                 246,            0.013825,           0.0066658,           0.0011521,             0.99858,             0.99774,               0.995,             0.91066,            0.010706,            0.005298,           0.0009081,            0.001726,            0.001726,            0.001726
                 247,            0.013661,           0.0068696,           0.0011109,             0.99828,             0.99774,               0.995,             0.90983,            0.010669,           0.0052515,          0.00090667,           0.0017005,           0.0017005,           0.0017005
                 248,            0.013408,           0.0067897,           0.0010622,             0.99887,             0.99741,               0.995,             0.90844,            0.010698,           0.0053122,          0.00091081,           0.0016755,           0.0016755,           0.0016755
                 249,            0.013301,           0.0066002,           0.0010788,              0.9998,             0.99661,               0.995,             0.91014,            0.010669,            0.005303,          0.00091352,           0.0016509,           0.0016509,           0.0016509
                 250,            0.013298,           0.0066866,           0.0010528,             0.99995,             0.99661,               0.995,             0.91616,            0.010685,           0.0052564,          0.00090731,           0.0016267,           0.0016267,           0.0016267
                 251,            0.013068,           0.0067423,           0.0011415,             0.99972,             0.99661,               0.995,              0.9114,            0.010692,           0.0052906,          0.00090157,           0.0016029,           0.0016029,           0.0016029
                 252,            0.013577,           0.0064397,           0.0012661,             0.99941,             0.99547,               0.995,             0.91047,            0.010678,           0.0052724,          0.00090396,           0.0015795,           0.0015795,           0.0015795
                 253,            0.013341,           0.0066379,           0.0012548,             0.99851,             0.99661,               0.995,             0.90888,            0.010739,           0.0052967,          0.00089981,           0.0015566,           0.0015566,           0.0015566
                 254,             0.01317,           0.0068006,           0.0011365,                   1,             0.99624,               0.995,             0.91172,            0.010693,           0.0052902,          0.00089527,           0.0015341,           0.0015341,           0.0015341
                 255,            0.013172,              0.0067,          0.00094968,             0.99999,             0.99589,               0.995,             0.91201,            0.010695,           0.0052676,          0.00089214,           0.0015121,           0.0015121,           0.0015121
                 256,            0.013606,           0.0067461,           0.0011011,                   1,              0.9962,               0.995,             0.91328,            0.010787,           0.0052603,          0.00089241,           0.0014905,           0.0014905,           0.0014905
                 257,            0.013492,            0.006626,           0.0011674,             0.99999,              0.9962,               0.995,             0.91324,            0.010761,             0.00526,          0.00089355,           0.0014693,           0.0014693,           0.0014693
                 258,            0.013184,           0.0065887,           0.0010705,             0.99999,             0.99592,               0.995,              0.9165,            0.010633,           0.0052576,          0.00088739,           0.0014486,           0.0014486,           0.0014486
                 259,            0.013126,           0.0064404,           0.0010702,             0.99957,              0.9966,               0.995,             0.91662,            0.010556,           0.0052325,           0.0008827,           0.0014283,           0.0014283,           0.0014283
                 260,            0.013078,           0.0064531,          0.00092473,             0.99996,             0.99661,               0.995,             0.91237,            0.010574,            0.005213,          0.00088463,           0.0014084,           0.0014084,           0.0014084
                 261,            0.013949,           0.0068421,           0.0011807,              0.9996,             0.99661,               0.995,             0.91392,            0.010513,           0.0051852,          0.00087865,            0.001389,            0.001389,            0.001389
                 262,            0.012889,           0.0066302,          0.00097914,              0.9984,             0.99661,               0.995,             0.91224,            0.010579,           0.0052318,           0.0008733,           0.0013701,           0.0013701,           0.0013701
                 263,            0.013311,           0.0066246,           0.0010096,             0.99855,             0.99661,               0.995,             0.91242,             0.01058,           0.0052694,          0.00087227,           0.0013516,           0.0013516,           0.0013516
                 264,            0.013019,           0.0062684,           0.0010708,             0.99849,             0.99661,               0.995,             0.91429,            0.010511,           0.0052605,          0.00087393,           0.0013336,           0.0013336,           0.0013336
                 265,            0.012763,           0.0067929,          0.00094357,             0.99985,             0.99661,               0.995,             0.91726,            0.010421,           0.0052013,          0.00087354,            0.001316,            0.001316,            0.001316
                 266,              0.0133,           0.0067373,           0.0011358,             0.99989,             0.99661,               0.995,             0.91882,            0.010349,           0.0051441,          0.00087567,           0.0012989,           0.0012989,           0.0012989
                 267,            0.013395,           0.0068933,            0.001093,             0.99977,             0.99661,               0.995,             0.91672,            0.010393,           0.0051255,          0.00087116,           0.0012822,           0.0012822,           0.0012822
                 268,            0.013373,           0.0066778,             0.00106,             0.99866,             0.99661,               0.995,             0.91595,            0.010363,           0.0051548,          0.00086533,            0.001266,            0.001266,            0.001266
                 269,            0.012965,           0.0064149,           0.0012122,             0.99868,             0.99661,               0.995,             0.91608,            0.010381,           0.0051996,          0.00086395,           0.0012503,           0.0012503,           0.0012503
                 270,            0.013109,           0.0066177,          0.00094255,             0.99865,             0.99661,               0.995,             0.91648,            0.010401,           0.0051672,          0.00086383,            0.001235,            0.001235,            0.001235
                 271,            0.013083,           0.0065854,          0.00096142,             0.99834,             0.99661,               0.995,             0.91855,            0.010404,           0.0051467,          0.00086515,           0.0012202,           0.0012202,           0.0012202
                 272,            0.013247,           0.0064993,           0.0012053,             0.99807,             0.99661,               0.995,             0.91977,             0.01035,           0.0051479,           0.0008728,           0.0012059,           0.0012059,           0.0012059
                 273,            0.013357,           0.0064793,           0.0011457,             0.99921,             0.99547,               0.995,             0.91792,            0.010372,           0.0051568,          0.00087978,           0.0011921,           0.0011921,           0.0011921
                 274,            0.012979,            0.006814,           0.0010301,             0.99813,             0.99661,               0.995,             0.91662,            0.010342,           0.0051846,          0.00087836,           0.0011787,           0.0011787,           0.0011787
                 275,            0.012663,           0.0064982,          0.00096116,             0.99665,             0.99886,               0.995,             0.92014,            0.010263,           0.0051238,          0.00087619,           0.0011658,           0.0011658,           0.0011658
                 276,            0.013066,           0.0063726,            0.001158,             0.99998,             0.99576,               0.995,             0.91842,            0.010279,           0.0051105,          0.00088002,           0.0011533,           0.0011533,           0.0011533
                 277,            0.012835,            0.006622,            0.001107,             0.99985,             0.99661,               0.995,             0.91755,            0.010278,           0.0051026,          0.00087569,           0.0011414,           0.0011414,           0.0011414
                 278,            0.013154,           0.0064311,           0.0010682,             0.99955,             0.99661,               0.995,             0.92087,            0.010275,           0.0050762,          0.00087456,           0.0011299,           0.0011299,           0.0011299
                 279,            0.012865,           0.0061956,           0.0010703,             0.99967,             0.99548,               0.995,             0.92019,            0.010266,           0.0051001,          0.00087599,           0.0011189,           0.0011189,           0.0011189
                 280,            0.012796,           0.0067471,          0.00084896,              0.9998,             0.99661,               0.995,             0.92115,            0.010211,           0.0050946,          0.00087841,           0.0011084,           0.0011084,           0.0011084
                 281,            0.012843,           0.0066487,          0.00098886,             0.99963,              0.9966,               0.995,             0.92196,             0.01019,           0.0051055,          0.00087841,           0.0010983,           0.0010983,           0.0010983
                 282,            0.012844,            0.006439,           0.0010653,             0.99974,             0.99662,               0.995,             0.91783,            0.010238,            0.005089,          0.00087515,           0.0010888,           0.0010888,           0.0010888
                 283,            0.012956,           0.0065555,             0.00108,                   1,              0.9967,               0.995,             0.91787,            0.010266,           0.0051027,          0.00086911,           0.0010797,           0.0010797,           0.0010797
                 284,            0.013077,           0.0065366,           0.0012694,                   1,             0.99679,               0.995,              0.9174,            0.010198,           0.0050722,          0.00086977,           0.0010711,           0.0010711,           0.0010711
                 285,            0.012577,           0.0064133,          0.00089187,                   1,             0.99679,               0.995,             0.91614,            0.010243,           0.0050853,          0.00087375,            0.001063,            0.001063,            0.001063
                 286,             0.01259,             0.00642,          0.00091148,                   1,             0.99668,               0.995,             0.91898,            0.010214,           0.0050617,          0.00086531,           0.0010554,           0.0010554,           0.0010554
                 287,            0.012875,           0.0063578,           0.0011178,             0.99987,              0.9966,               0.995,              0.9196,            0.010183,           0.0050512,          0.00085555,           0.0010483,           0.0010483,           0.0010483
                 288,            0.013113,           0.0065993,           0.0011226,             0.99872,             0.99661,               0.995,             0.92051,            0.010092,           0.0050387,          0.00085531,           0.0010416,           0.0010416,           0.0010416
                 289,             0.01268,           0.0062758,          0.00096249,             0.99886,             0.99661,               0.995,              0.9222,            0.010059,           0.0050463,          0.00085647,           0.0010355,           0.0010355,           0.0010355
                 290,             0.01282,           0.0065376,           0.0010541,             0.99821,             0.99774,               0.995,             0.92233,            0.010043,           0.0050185,           0.0008573,           0.0010298,           0.0010298,           0.0010298
                 291,            0.012745,           0.0062575,          0.00099493,             0.99844,             0.99774,               0.995,             0.92322,            0.010035,           0.0049965,          0.00085914,           0.0010247,           0.0010247,           0.0010247
                 292,            0.012451,           0.0066497,           0.0010053,             0.99839,             0.99774,               0.995,             0.92294,             0.01008,           0.0050347,          0.00085784,             0.00102,             0.00102,             0.00102
                 293,            0.012851,           0.0061432,           0.0011534,              0.9983,             0.99774,               0.995,             0.92162,            0.010055,           0.0050377,          0.00085688,           0.0010158,           0.0010158,           0.0010158
                 294,            0.012874,           0.0065287,           0.0010199,             0.99812,             0.99887,               0.995,             0.92139,            0.010038,           0.0050493,          0.00085468,           0.0010121,           0.0010121,           0.0010121
                 295,            0.012887,           0.0066384,           0.0010327,             0.99999,             0.99681,               0.995,             0.92203,           0.0099959,           0.0050186,          0.00085493,           0.0010089,           0.0010089,           0.0010089
                 296,            0.013096,           0.0063356,           0.0011725,             0.99999,             0.99623,               0.995,             0.92197,            0.010019,           0.0050477,          0.00085795,           0.0010062,           0.0010062,           0.0010062
                 297,            0.012778,           0.0064983,           0.0010314,                   1,             0.99633,               0.995,             0.92228,           0.0099609,           0.0050209,          0.00085833,           0.0010039,           0.0010039,           0.0010039
                 298,             0.01277,            0.006376,           0.0010499,               0.998,             0.99885,               0.995,             0.92213,            0.010024,           0.0050374,          0.00085348,           0.0010022,           0.0010022,           0.0010022
                 299,            0.012288,           0.0058723,           0.0009261,             0.99948,             0.99661,               0.995,             0.92359,            0.010026,           0.0050329,          0.00085323,            0.001001,            0.001001,            0.001001
